Mercury_SC_405198||is in	be in	subj-Which will likely increase	subjl-which will likely increase	obj-habitat	objl-habitat	rel-is in	rel-be in	[Which will likely increase,is in,habitat]	[which will likely increase,be in,habitat]||is in	be in	subj-Which will likely increase	subjl-which will likely increase	obj-habitat	objl-habitat	rel-is in	rel-be in	[Which will likely increase,is in,habitat]	[which will likely increase,be in,habitat]
Mercury_SC_415013||||
Mercury_SC_405298||travel quickly to	travel quickly to	subj-people	subjl-people	obj-away places	objl-away place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,away places]	[people,travel quickly to,away place]	travel to	travel to	subj-people	subjl-people	obj-far away places	objl-far away place	rel-travel to	rel-travel to	[people,travel to,far away places]	[people,travel to,far away place]	travel to	travel to	subj-people	subjl-people	obj-places	objl-place	rel-travel to	rel-travel to	[people,travel to,places]	[people,travel to,place]	travel quickly to	travel quickly to	subj-people	subjl-people	obj-places	objl-place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,places]	[people,travel quickly to,place]	travel to	travel to	subj-people	subjl-people	obj-away places	objl-away place	rel-travel to	rel-travel to	[people,travel to,away places]	[people,travel to,away place]	travel quickly to	travel quickly to	subj-people	subjl-people	obj-far away places	objl-far away place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,far away places]	[people,travel quickly to,far away place]||travel quickly to	travel quickly to	subj-people	subjl-people	obj-away places	objl-away place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,away places]	[people,travel quickly to,away place]	travel to	travel to	subj-people	subjl-people	obj-far away places	objl-far away place	rel-travel to	rel-travel to	[people,travel to,far away places]	[people,travel to,far away place]	travel to	travel to	subj-people	subjl-people	obj-places	objl-place	rel-travel to	rel-travel to	[people,travel to,places]	[people,travel to,place]	travel quickly to	travel quickly to	subj-people	subjl-people	obj-places	objl-place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,places]	[people,travel quickly to,place]	travel to	travel to	subj-people	subjl-people	obj-away places	objl-away place	rel-travel to	rel-travel to	[people,travel to,away places]	[people,travel to,away place]	travel quickly to	travel quickly to	subj-people	subjl-people	obj-far away places	objl-far away place	rel-travel quickly to	rel-travel quickly to	[people,travel quickly to,far away places]	[people,travel quickly to,far away place]
VASoL_2007_3_6||support	support	subj-wetland habitat	subjl-wetland habitat	obj-fish	objl-fish	rel-support	rel-support	[wetland habitat,support,fish]	[wetland habitat,support,fish]	support	support	subj-wetland habitat	subjl-wetland habitat	obj-birds	objl-bird	rel-support	rel-support	[wetland habitat,support,birds]	[wetland habitat,support,bird]||support	support	subj-wetland habitat	subjl-wetland habitat	obj-fish	objl-fish	rel-support	rel-support	[wetland habitat,support,fish]	[wetland habitat,support,fish]	support	support	subj-wetland habitat	subjl-wetland habitat	obj-birds	objl-bird	rel-support	rel-support	[wetland habitat,support,birds]	[wetland habitat,support,bird]
Mercury_SC_416525||is picking	be pick	subj-Randall	subjl-Randall	obj-lettuce	objl-lettuce	rel-is picking	rel-be pick	[Randall,is picking,lettuce]	[Randall,be pick,lettuce]	is picking lettuce from	be pick lettuce from	subj-Randall	subjl-Randall	obj-his garden	objl-he garden	rel-is picking lettuce from	rel-be pick lettuce from	[Randall,is picking lettuce from,his garden]	[Randall,be pick lettuce from,he garden]	is picking lettuce for	be pick lettuce for	subj-Randall	subjl-Randall	obj-dinner	objl-dinner	rel-is picking lettuce for	rel-be pick lettuce for	[Randall,is picking lettuce for,dinner]	[Randall,be pick lettuce for,dinner]	leave	leave	subj-him	subjl-he	obj-leaves on plant	objl-leaf on plant	rel-leave	rel-leave	[him,leave,leaves on plant]	[he,leave,leaf on plant]	told	tell	subj-His mother	subjl-he mother	obj-him	objl-he	rel-told	rel-tell	[His mother,told,him]	[he mother,tell,he]	is leave	be leave	subj-it	subjl-it	obj-leaves	objl-leaf	rel-is leave	rel-be leave	[it,is leave,leaves]	[it,be leave,leaf]	is leave	be leave	subj-it	subjl-it	obj-leaves on plant	objl-leaf on plant	rel-is leave	rel-be leave	[it,is leave,leaves on plant]	[it,be leave,leaf on plant]||is picking	be pick	subj-Randall	subjl-Randall	obj-lettuce	objl-lettuce	rel-is picking	rel-be pick	[Randall,is picking,lettuce]	[Randall,be pick,lettuce]	is picking lettuce from	be pick lettuce from	subj-Randall	subjl-Randall	obj-his garden	objl-he garden	rel-is picking lettuce from	rel-be pick lettuce from	[Randall,is picking lettuce from,his garden]	[Randall,be pick lettuce from,he garden]	is picking lettuce for	be pick lettuce for	subj-Randall	subjl-Randall	obj-dinner	objl-dinner	rel-is picking lettuce for	rel-be pick lettuce for	[Randall,is picking lettuce for,dinner]	[Randall,be pick lettuce for,dinner]	leave	leave	subj-him	subjl-he	obj-leaves on plant	objl-leaf on plant	rel-leave	rel-leave	[him,leave,leaves on plant]	[he,leave,leaf on plant]	told	tell	subj-His mother	subjl-he mother	obj-him	objl-he	rel-told	rel-tell	[His mother,told,him]	[he mother,tell,he]	is leave	be leave	subj-it	subjl-it	obj-leaves	objl-leaf	rel-is leave	rel-be leave	[it,is leave,leaves]	[it,be leave,leaf]	is leave	be leave	subj-it	subjl-it	obj-leaves on plant	objl-leaf on plant	rel-is leave	rel-be leave	[it,is leave,leaves on plant]	[it,be leave,leaf on plant]	make	make	subj-plant	subjl-plant	obj-food	objl-food	rel-make	rel-make	[plant,make,food]	[plant,make,food]
VASoL_2010_3_38||plants trees on	plant tree on	subj-company	subjl-company	obj-hillside	objl-hillside	rel-plants trees on	rel-plant tree on	[company,plants trees on,hillside]	[company,plant tree on,hillside]	plants	plant	subj-company	subjl-company	obj-trees	objl-tree	rel-plants	rel-plant	[company,plants,trees]	[company,plant,tree]	plants trees on	plant tree on	subj-company	subjl-company	obj-bare hillside	objl-bare hillside	rel-plants trees on	rel-plant tree on	[company,plants trees on,bare hillside]	[company,plant tree on,bare hillside]||plants trees on	plant tree on	subj-company	subjl-company	obj-hillside	objl-hillside	rel-plants trees on	rel-plant tree on	[company,plants trees on,hillside]	[company,plant tree on,hillside]	plants	plant	subj-company	subjl-company	obj-trees	objl-tree	rel-plants	rel-plant	[company,plants,trees]	[company,plant,tree]	plants trees on	plant tree on	subj-company	subjl-company	obj-bare hillside	objl-bare hillside	rel-plants trees on	rel-plant tree on	[company,plants trees on,bare hillside]	[company,plant tree on,bare hillside]	prevent soil	prevent soil	subj-trees	subjl-tree	obj-washing	objl-wash	rel-prevent soil	rel-prevent soil	[trees,prevent soil,washing]	[tree,prevent soil,wash]	prevent	prevent	subj-trees	subjl-tree	obj-soil	objl-soil	rel-prevent	rel-prevent	[trees,prevent,soil]	[tree,prevent,soil]	prevent soil	prevent soil	subj-trees	subjl-tree	obj-washing away	objl-wash away	rel-prevent soil	rel-prevent soil	[trees,prevent soil,washing away]	[tree,prevent soil,wash away]
Mercury_SC_405207||||
Mercury_SC_415703||is in	be in	subj-One cause	subjl-one cause	obj-car engine	objl-car engine	rel-is in	rel-be in	[One cause,is in,car engine]	[one cause,be in,car engine]||is in	be in	subj-One cause	subjl-one cause	obj-car engine	objl-car engine	rel-is in	rel-be in	[One cause,is in,car engine]	[one cause,be in,car engine]
VASoL_2008_3_22||start	start	subj-apple tree	subjl-apple tree	obj-growing apples	objl-grow apple	rel-start	rel-start	[apple tree,start,growing apples]	[apple tree,start,grow apple]	start	start	subj-apple tree	subjl-apple tree	obj-apples	objl-apple	rel-start	rel-start	[apple tree,start,apples]	[apple tree,start,apple]	has	have	subj-tree	subjl-tree	obj-___	objl-___	rel-has	rel-have	[tree,has,___]	[tree,have,___]||start	start	subj-apple tree	subjl-apple tree	obj-growing apples	objl-grow apple	rel-start	rel-start	[apple tree,start,growing apples]	[apple tree,start,grow apple]	start	start	subj-apple tree	subjl-apple tree	obj-apples	objl-apple	rel-start	rel-start	[apple tree,start,apples]	[apple tree,start,apple]	has	have	subj-tree	subjl-tree	obj-___	objl-___	rel-has	rel-have	[tree,has,___]	[tree,have,___]
VASoL_2009_3_3||||
VASoL_2009_3_13||||
Mercury_SC_415014||||
VASoL_2008_3_14||||
Mercury_SC_407137||use	use	subj-Plants	subjl-plant	obj-nutrients found	objl-nutrient find	rel-use	rel-use	[Plants,use,nutrients found]	[plant,use,nutrient find]	use	use	subj-Plants	subjl-plant	obj-nutrients	objl-nutrient	rel-use	rel-use	[Plants,use,nutrients]	[plant,use,nutrient]	use	use	subj-Plants	subjl-plant	obj-nutrients found in soil	objl-nutrient find in soil	rel-use	rel-use	[Plants,use,nutrients found in soil]	[plant,use,nutrient find in soil]	found in	find in	subj-nutrients	subjl-nutrient	obj-soil	objl-soil	rel-found in	rel-find in	[nutrients,found in,soil]	[nutrient,find in,soil]||use	use	subj-Plants	subjl-plant	obj-nutrients found	objl-nutrient find	rel-use	rel-use	[Plants,use,nutrients found]	[plant,use,nutrient find]	use	use	subj-Plants	subjl-plant	obj-nutrients	objl-nutrient	rel-use	rel-use	[Plants,use,nutrients]	[plant,use,nutrient]	use	use	subj-Plants	subjl-plant	obj-nutrients found in soil	objl-nutrient find in soil	rel-use	rel-use	[Plants,use,nutrients found in soil]	[plant,use,nutrient find in soil]	found in	find in	subj-nutrients	subjl-nutrient	obj-soil	objl-soil	rel-found in	rel-find in	[nutrients,found in,soil]	[nutrient,find in,soil]
Mercury_SC_406702||would	would	subj-lizard	subjl-lizard	obj-most likely would protected	objl-most likely would protect	rel-would	rel-would	[lizard,would,most likely would protected]	[lizard,would,most likely would protect]	would	would	subj-lizard	subjl-lizard	obj-most likely would protected from its enemies	objl-most likely would protect from its enemy	rel-would	rel-would	[lizard,would,most likely would protected from its enemies]	[lizard,would,most likely would protect from its enemy]	would	would	subj-lizard	subjl-lizard	obj-would protected	objl-would protect	rel-would	rel-would	[lizard,would,would protected]	[lizard,would,would protect]	would	would	subj-lizard	subjl-lizard	obj-likely would protected	objl-likely would protect	rel-would	rel-would	[lizard,would,likely would protected]	[lizard,would,likely would protect]	would	would	subj-lizard	subjl-lizard	obj-likely would protected from its enemies	objl-likely would protect from its enemy	rel-would	rel-would	[lizard,would,likely would protected from its enemies]	[lizard,would,likely would protect from its enemy]	would	would	subj-lizard	subjl-lizard	obj-would protected from its enemies	objl-would protect from its enemy	rel-would	rel-would	[lizard,would,would protected from its enemies]	[lizard,would,would protect from its enemy]||would	would	subj-lizard	subjl-lizard	obj-most likely would protected	objl-most likely would protect	rel-would	rel-would	[lizard,would,most likely would protected]	[lizard,would,most likely would protect]	would	would	subj-lizard	subjl-lizard	obj-most likely would protected from its enemies	objl-most likely would protect from its enemy	rel-would	rel-would	[lizard,would,most likely would protected from its enemies]	[lizard,would,most likely would protect from its enemy]	would	would	subj-lizard	subjl-lizard	obj-would protected	objl-would protect	rel-would	rel-would	[lizard,would,would protected]	[lizard,would,would protect]	would	would	subj-lizard	subjl-lizard	obj-likely would protected	objl-likely would protect	rel-would	rel-would	[lizard,would,likely would protected]	[lizard,would,likely would protect]	would	would	subj-lizard	subjl-lizard	obj-likely would protected from its enemies	objl-likely would protect from its enemy	rel-would	rel-would	[lizard,would,likely would protected from its enemies]	[lizard,would,likely would protect from its enemy]	would	would	subj-lizard	subjl-lizard	obj-would protected from its enemies	objl-would protect from its enemy	rel-would	rel-would	[lizard,would,would protected from its enemies]	[lizard,would,would protect from its enemy]
Mercury_SC_416518||has	have	subj-mountain	subjl-mountain	obj-stream	objl-stream	rel-has	rel-have	[mountain,has,stream]	[mountain,have,stream]	is with	be with	subj-stream	subjl-stream	obj-waterfall	objl-waterfall	rel-is with	rel-be with	[stream,is with,waterfall]	[stream,be with,waterfall]	has	have	subj-mountain	subjl-mountain	obj-stream with waterfall	objl-stream with waterfall	rel-has	rel-have	[mountain,has,stream with waterfall]	[mountain,have,stream with waterfall]	is with	be with	subj-mountain	subjl-mountain	obj-melting glacier	objl-melting glacier	rel-is with	rel-be with	[mountain,is with,melting glacier]	[mountain,be with,melting glacier]	fills lake at	fill lake at	subj-waterfall	subjl-waterfall	obj-base of mountain	objl-base of mountain	rel-fills lake at	rel-fill lake at	[waterfall,fills lake at,base of mountain]	[waterfall,fill lake at,base of mountain]	fills	fill	subj-waterfall	subjl-waterfall	obj-lake	objl-lake	rel-fills	rel-fill	[waterfall,fills,lake]	[waterfall,fill,lake]	fills lake at	fill lake at	subj-waterfall	subjl-waterfall	obj-base	objl-base	rel-fills lake at	rel-fill lake at	[waterfall,fills lake at,base]	[waterfall,fill lake at,base]||has	have	subj-mountain	subjl-mountain	obj-stream	objl-stream	rel-has	rel-have	[mountain,has,stream]	[mountain,have,stream]	is with	be with	subj-stream	subjl-stream	obj-waterfall	objl-waterfall	rel-is with	rel-be with	[stream,is with,waterfall]	[stream,be with,waterfall]	has	have	subj-mountain	subjl-mountain	obj-stream with waterfall	objl-stream with waterfall	rel-has	rel-have	[mountain,has,stream with waterfall]	[mountain,have,stream with waterfall]	is with	be with	subj-mountain	subjl-mountain	obj-melting glacier	objl-melting glacier	rel-is with	rel-be with	[mountain,is with,melting glacier]	[mountain,be with,melting glacier]	fills lake at	fill lake at	subj-waterfall	subjl-waterfall	obj-base of mountain	objl-base of mountain	rel-fills lake at	rel-fill lake at	[waterfall,fills lake at,base of mountain]	[waterfall,fill lake at,base of mountain]	fills	fill	subj-waterfall	subjl-waterfall	obj-lake	objl-lake	rel-fills	rel-fill	[waterfall,fills,lake]	[waterfall,fill,lake]	fills lake at	fill lake at	subj-waterfall	subjl-waterfall	obj-base	objl-base	rel-fills lake at	rel-fill lake at	[waterfall,fills lake at,base]	[waterfall,fill lake at,base]
VASoL_2008_3_24||got lost at	get lose at	subj-he	subjl-he	obj-sea	objl-sea	rel-got lost at	rel-get lose at	[he,got lost at,sea]	[he,get lose at,sea]	got	get	subj-he	subjl-he	obj-lost	objl-lose	rel-got	rel-get	[he,got,lost]	[he,get,lose]	was out	be out	subj-sailor	subjl-sailor	obj-fishing	objl-fishing	rel-was out	rel-be out	[sailor,was out,fishing]	[sailor,be out,fishing]	got lost out	get lose out	subj-he	subjl-he	obj-fishing	objl-fishing	rel-got lost out	rel-get lose out	[he,got lost out,fishing]	[he,get lose out,fishing]	direct	direct	subj-him	subjl-he	obj-boat	objl-boat	rel-direct	rel-direct	[him,direct,boat]	[he,direct,boat]||got lost at	get lose at	subj-he	subjl-he	obj-sea	objl-sea	rel-got lost at	rel-get lose at	[he,got lost at,sea]	[he,get lose at,sea]	got	get	subj-he	subjl-he	obj-lost	objl-lose	rel-got	rel-get	[he,got,lost]	[he,get,lose]	was out	be out	subj-sailor	subjl-sailor	obj-fishing	objl-fishing	rel-was out	rel-be out	[sailor,was out,fishing]	[sailor,be out,fishing]	got lost out	get lose out	subj-he	subjl-he	obj-fishing	objl-fishing	rel-got lost out	rel-get lose out	[he,got lost out,fishing]	[he,get lose out,fishing]	direct	direct	subj-him	subjl-he	obj-boat	objl-boat	rel-direct	rel-direct	[him,direct,boat]	[he,direct,boat]
Mercury_SC_413304||||
Mercury_SC_417556||built road through	build road through	subj-town	subjl-town	obj-forest	objl-forest	rel-built road through	rel-build road through	[town,built road through,forest]	[town,build road through,forest]	built	build	subj-town	subjl-town	obj-road	objl-road	rel-built	rel-build	[town,built,road]	[town,build,road]	live in	live in	subj-Deer	subjl-deer	obj-forest on sides of road	objl-forest on side of road	rel-live in	rel-live in	[Deer,live in,forest on sides of road]	[deer,live in,forest on side of road]||built road through	build road through	subj-town	subjl-town	obj-forest	objl-forest	rel-built road through	rel-build road through	[town,built road through,forest]	[town,build road through,forest]	built	build	subj-town	subjl-town	obj-road	objl-road	rel-built	rel-build	[town,built,road]	[town,build,road]	live in	live in	subj-Deer	subjl-deer	obj-forest on sides of road	objl-forest on side of road	rel-live in	rel-live in	[Deer,live in,forest on sides of road]	[deer,live in,forest on side of road]
Mercury_SC_413141||||
